I,PDREGION,Unnamed: 2,5,PREDISPATCHSEQNO,RUNNO,REGIONID,PERIODID,RRP,EEP,TOTALDEMAND,DISPATCHABLEGENERATION,DISPATCHABLELOAD,NETINTERCHANGE,EXCESSGENERATION,LOWER5MINDISPATCH,LOWER5MINIMPORT,LOWER5MINLOCALDISPATCH,LOWER5MINLOCALPRICE,LOWER5MINLOCALREQ,LOWER5MINPRICE,LOWER5MINREQ,LOWER5MINSUPPLYPRICE,LOWER60SECDISPATCH,LOWER60SECIMPORT,LOWER60SECLOCALDISPATCH,LOWER60SECLOCALPRICE,LOWER60SECLOCALREQ,LOWER60SECPRICE,LOWER60SECREQ,LOWER60SECSUPPLYPRICE,LOWER6SECDISPATCH,LOWER6SECIMPORT,LOWER6SECLOCALDISPATCH,LOWER6SECLOCALPRICE,LOWER6SECLOCALREQ,LOWER6SECPRICE,LOWER6SECREQ,LOWER6SECSUPPLYPRICE,RAISE5MINDISPATCH,RAISE5MINIMPORT,RAISE5MINLOCALDISPATCH,RAISE5MINLOCALPRICE,RAISE5MINLOCALREQ,RAISE5MINPRICE,RAISE5MINREQ,RAISE5MINSUPPLYPRICE,RAISE60SECDISPATCH,RAISE60SECIMPORT,RAISE60SECLOCALDISPATCH,RAISE60SECLOCALPRICE,RAISE60SECLOCALREQ,RAISE60SECPRICE,RAISE60SECREQ,RAISE60SECSUPPLYPRICE,RAISE6SECDISPATCH,RAISE6SECIMPORT,RAISE6SECLOCALDISPATCH,RAISE6SECLOCALPRICE,RAISE6SECLOCALREQ,RAISE6SECPRICE,RAISE6SECREQ,RAISE6SECSUPPLYPRICE,AVAILABLEGENERATION,AVAILABLELOAD,INITIALSUPPLY,CLEAREDSUPPLY,LOWERREGIMPORT,LOWERREGLOCALDISPATCH,LOWERREGLOCALREQ,LOWERREGREQ,RAISEREGIMPORT,RAISEREGLOCALDISPATCH,RAISEREGLOCALREQ,RAISEREGREQ,RAISE5MINLOCALVIOLATION,RAISEREGLOCALVIOLATION,RAISE60SECLOCALVIOLATION,RAISE6SECLOCALVIOLATION,LOWER5MINLOCALVIOLATION,LOWERREGLOCALVIOLATION,LOWER60SECLOCALVIOLATION,LOWER6SECLOCALVIOLATION,RAISE5MINVIOLATION,RAISEREGVIOLATION,RAISE60SECVIOLATION,RAISE6SECVIOLATION,LOWER5MINVIOLATION,LOWERREGVIOLATION,LOWER60SECVIOLATION,LOWER6SECVIOLATION,RAISE6SECRRP,RAISE60SECRRP,RAISE5MINRRP,RAISEREGRRP,LOWER6SECRRP,LOWER60SECRRP,LOWER5MINRRP,LOWERREGRRP,RAISE6SECACTUALAVAILABILITY,RAISE60SECACTUALAVAILABILITY,RAISE5MINACTUALAVAILABILITY,RAISEREGACTUALAVAILABILITY,LOWER6SECACTUALAVAILABILITY,LOWER60SECACTUALAVAILABILITY,LOWER5MINACTUALAVAILABILITY,LOWERREGACTUALAVAILABILITY,DECAVAILABILITY,LORSURPLUS,LRCSURPLUS,INTERVENTION,LOWER1SECLOCALDISPATCH,RAISE1SECLOCALDISPATCH,RAISE1SECACTUALAVAILABILITY,LOWER1SECACTUALAVAILABILITY,SS_SOLAR_AVAILABILITY,SS_WIND_AVAILABILITY,RAISE1SECRRP,LOWER1SECRRP
D,PDREGION,,5.0,2025/06/26 00:30:00,1,VIC1,2025/06/26 18:30:00,17499.91,0,8194.58,7426.76,0,-763.82,0,,,58,,,,,,,,95.0,,,,,,,,31.0,,,,,,,,168.0,,,,,,,,189.0,,,,,,,,103.0,,,,,,8784.67299,451.0,8187.16678,8204.46,,99.0,,,,10.0,,,,,,,,,,,,,,,,,,,5142.47814,888.0,0.88,500.0,0.01,0.38,0.38,1.0,533.0,536.0,538.0,12.0,460.0,623.0,503.0,1187.0,8599.67299,,,0.0,0.0,28.0,48.0,192.0,0.0,46.67299,0.93,0.0
D,PDREGION,,5.0,2025/06/26 00:30:00,1,VIC1,2025/06/26 19:00:00,17499.91,0,8122.93,7253.92,0,-865,0,,,101,,,,,,,,128.75,,,,,,,,31.0,,,,,,,,211.0,,,,,,,,232.0,,,,,,,,138.0,,,,,,8593.78,451.0,8204.46213,8135.31,,64.0,,,,24.0,,,,,,,,,,,,,,,,,,,4718.49399,620.0,0.88,500.0,0.01,0.1,0.38,3.99,566.0,577.0,579.0,24.0,352.0,515.0,395.0,806.24895,8406.28,,,0.0,0.0,51.0,81.0,84.0,0.0,48.78,0.81,0.0
D,PDREGION,,5.0,2025/06/26 00:30:00,1,VIC1,2025/06/26 19:30:00,17499.91,0,7960.77,7013.65,0,-943.12,0,,,58,,,,,,,,60.0,,,,,,,,31.0,,,,,,,,166.0,,,,,,,,174.0,,,,,,,,64.0,,,,,,8529.11699,451.0,8135.31256,7975.56,,79.0,,,,19.0,,,,,,,,,,,,,,,,,,,4580.08124,620.0,0.88,500.0,0.01,0.38,0.38,3.6,600.0,603.0,605.0,22.0,380.0,542.0,422.0,800.0,8294.91041,,,0.0,0.0,16.0,144.0,142.0,0.0,37.11699,0.81,0.0
D,PDREGION,,5.0,2025/06/26 00:30:00,1,VIC1,2025/06/26 20:00:00,17499.91,0,7767.53,6615.81,0,-1147.72,0,,,99.5,,,,,,,,125.66,,,,,,,,31.0,,,,,,,,173.0,,,,,,,,201.0,,,,,,,,127.0,,,,,,8510.852,451.0,7975.55919,7786.45,,67.0,,,,10.0,,,,,,,,,,,,,,,,,,,888.0,888.0,0.88,99.99,0.01,0.1,0.2,1.0,678.0,630.0,612.0,19.0,460.0,623.0,503.0,843.33598,8262.342,,,0.0,0.0,26.0,202.0,192.0,0.0,29.852,0.81,0.0
D,PDREGION,,5.0,2025/06/26 00:30:00,1,VIC1,2025/06/26 20:30:00,17499.91,0,7585.39,6532.69,0,-1048.7,0,,,67,,,,,,,,86.58,,,,,,,,9.76,,,,,,,,226.0,,,,,,,,237.0,,,,,,,,183.0,,,,,,8497.465,504.0,7786.44615,7602.5,,86.0,,,,12.0,,,,,,,,,,,,,,,,,,,500.0,399.0,0.4,126.0,0.0,0.1,0.04,1.2,735.0,678.0,666.0,22.0,498.0,661.0,541.0,943.42044,8248.955,,,0.0,0.0,70.0,259.0,192.0,0.0,26.465,0.37,0.0
D,PDREGION,,5.0,2025/06/26 00:30:00,1,VIC1,2025/06/26 21:00:00,17499.89,0,7389.4,6315.67,0,-1069.73,0,,,67,,,,,,,,89.99,,,,,,,,13.17,,,,,,,,156.0,,,,,,,,170.0,,,,,,,,99.0,,,,,,8475.638,504.0,7602.50168,7407.27,,94.0,,,,20.0,,,,,,,,,,,,,,,,,,,3389.61086,888.0,0.88,2601.60086,0.0,0.1,0.04,1.0,640.0,604.0,600.0,20.0,486.0,649.0,529.0,940.01192,8232.128,,,0.0,0.0,38.9,196.0,192.0,0.0,24.638,0.86,0.0
D,PDREGION,,5.0,2025/06/26 00:30:00,1,VIC1,2025/06/26 21:30:00,977.60467,0,7130.91,5839.86,3,-1294.05,0,,,67,,,,,,,,95.16,,,,,,,,18.34,,,,,,,,185.95,,,,,,,,219.0,,,,,,,,107.0,,,,,,8459.855,504.0,7407.2734,7173.86,,71.0,,,,28.0,,,,,,,,,,,,,,,,,,,647.41138,100.68,0.67,99.99,0.0,0.1,0.04,3.77,645.0,649.0,640.0,40.0,498.0,661.0,541.0,855.84455,8216.045,,,0.0,0.0,27.0,143.0,192.0,0.0,23.855,0.81,0.0
D,PDREGION,,5.0,2025/06/26 00:30:00,1,VIC1,2025/06/26 22:00:00,600.82,0,6816.67,5758.44,8,-1066.23,0,,,80,,,,,,,,97.0,,,,,,,,24.02,,,,,,,,187.65,,,,,,,,235.0,,,,,,,,107.0,,,,,,8459.407,504.0,7173.85874,6862.62,,35.0,,,,33.0,,,,,,,,,,,,,,,,,,,478.89018,16.68,0.67,60.0,0.0,0.04,0.04,2.0,645.0,730.97106,720.97106,44.0,498.0,579.02894,541.0,848.0,8213.097,,,0.0,0.0,24.86,142.0,192.0,0.0,24.407,3.79,0.0
D,PDREGION,,5.0,2025/06/26 00:30:00,1,VIC1,2025/06/26 22:30:00,449.96,0,6455.99,5567.18,3,-891.81,0,,,94.26,,,,,,,,136.19,,,,,,,,45.37,,,,,,,,231.0,,,,,,,,248.17,,,,,,,,119.0,,,,,,8466.739,504.0,6862.61862,6476.9,,58.0,,,,38.0,,,,,,,,,,,,,,,,,,,100.0,1.7,0.39,37.95,0.0,0.1,0.1,2.0,663.0,770.0,771.0,53.0,486.0,553.0,529.0,817.81495,8220.429,,,0.0,0.0,54.16,180.0,180.0,0.0,26.739,0.81,0.0
D,PDREGION,,5.0,2025/06/26 00:30:00,1,VIC1,2025/06/26 23:00:00,321.45221,0,6173.35,5552.12,4,-625.23,0,,,106.69,,,,,,,,133.0,,,,,,,,87.44,,,,,,,,189.0,,,,,,,,197.0,,,,,,,,88.0,,,,,,8501.121,504.0,6476.90161,6191.77,,87.0,,,,32.0,,,,,,,,,,,,,,,,,,,50.55,0.4,0.39,20.2,0.1,0.38,0.1,1.2,714.0,759.0,744.0,80.0,477.0,543.0,519.0,820.0,8254.011,,,0.0,0.0,28.0,204.0,192.0,0.0,31.121,0.81,0.0
D,PDREGION,,5.0,2025/06/26 00:30:00,1,VIC1,2025/06/26 23:30:00,314.60166,0,6061.85,5259.3,62,-864.55,0,,,89,,,,,,,,83.0,,,,,,,,77.0,,,,,,,,254.0,,,,,,,,283.0,,,,,,,,176.0,,,,,,8631.304,504.0,6191.76511,6141.87,,93.0,,,,81.0,,,,,,,,,,,,,,,,,,,7.32,0.38,0.15,10.0,0.38,0.45,0.38,2.0,765.0,901.0,840.0,454.0,423.0,464.0,469.0,516.0,8288.28704,,,0.0,0.0,101.16,241.0,151.0,0.0,37.304,0.86,0.0
D,PDREGION,,5.0,2025/06/26 00:30:00,1,VIC1,2025/06/27 00:00:00,285.50027,0,5891.68,5266.83,122,-746.86,0,,,82,,,,,,,,76.0,,,,,,,,70.0,,,,,,,,241.0,,,,,,,,275.94,,,,,,,,139.0,,,,,,8638.828,504.0,6141.86919,6033.64,,54.0,,,,53.0,,,,,,,,,,,,,,,,,,,20.0,0.38,0.24,20.2,0.38,0.38,0.38,2.0,728.0,856.0,803.0,528.05617,404.0,445.0,450.0,462.0,8309.54424,,,0.0,0.0,81.0,204.0,132.0,0.0,44.828,9.99,0.0
D,PDREGION,,5.0,2025/06/26 00:30:00,1,VIC1,2025/06/27 00:30:00,265.61175,0,5660.6,5177.47,102,-585.13,0,,,80,,,,,,,,74.0,,,,,,,,68.0,,,,,,,,200.0,,,,,,,,213.0,,,,,,,,87.0,,,,,,8837.469,539.0,6033.63553,5782.31,,34.0,,,,45.0,,,,,,,,,,,,,,,,,,,8.68,0.38,0.15,20.2,0.38,0.38,0.38,2.0,732.0,930.0,846.0,730.0,462.0,504.0,509.0,567.0,8445.35886,,,0.0,0.0,37.0,212.0,160.0,0.0,55.469,9.52,0.0
D,PDREGION,,5.0,2025/06/26 00:30:00,1,VIC1,2025/06/27 01:00:00,232.12,0,5474.53,4997.82,154.59,-631.29,0,,,68,,,,,,,,73.0,,,,,,,,67.0,,,,,,,,197.0,,,,,,,,213.0,,,,,,,,90.9,,,,,,8863.824,539.0,5782.3053,5652.33,,43.0,,,,50.0,,,,,,,,,,,,,,,,,,,12.89,0.38,0.15,20.2,0.38,0.38,0.38,2.0,732.0,880.0,845.0,795.59286,422.40714,464.40714,469.40714,515.40714,8486.04286,,,0.0,0.0,37.0,212.0,121.40714,0.0,65.824,9.99,0.0
D,PDREGION,,5.0,2025/06/26 00:30:00,1,VIC1,2025/06/27 01:30:00,223.74561,0,5315.14,4922.25,200,-592.89,0,,,82,,,,,,,,87.0,,,,,,,,81.0,,,,,,,,197.0,,,,,,,,213.0,,,,,,,,97.0,,,,,,8867.254,539.0,5652.32698,5537.56,,34.0,,,,48.0,,,,,,,,,,,,,,,,,,,8.68,0.38,0.15,20.2,0.38,0.38,0.38,2.0,732.0,880.0,845.0,791.0,412.0,454.0,459.0,506.0,8547.02826,,,0.0,0.0,37.0,212.0,110.0,0.0,71.254,15.39,0.0
D,PDREGION,,5.0,2025/06/26 00:30:00,1,VIC1,2025/06/27 02:00:00,241.96,0,5165.01,4989.77,250,-425.24,0,,,69,,,,,,,,63.0,,,,,,,,57.0,,,,,,,,200.0,,,,,,,,202.0,,,,,,,,97.0,,,,,,8872.797,539.0,5537.55654,5431.7,,54.0,,,,48.0,,,,,,,,,,,,,,,,,,,18.9,0.38,0.15,20.2,0.38,0.38,0.38,2.0,731.0,929.0,845.0,816.0,376.0,418.0,423.0,505.0,8623.267,,,0.0,0.0,37.0,212.0,74.0,0.0,77.797,15.39,0.0
D,PDREGION,,5.0,2025/06/26 00:30:00,1,VIC1,2025/06/27 02:30:00,266.96,0,5056.62,5041.96,250,-264.66,0,,,80,,,,,,,,74.0,,,,,,,,68.0,,,,,,,,198.0,,,,,,,,197.0,,,,,,,,62.0,,,,,,8879.78099,539.0,5431.69764,5331.62,,34.0,,,,51.0,,,,,,,,,,,,,,,,,,,1.88,0.38,0.15,10.0,0.38,0.45,0.38,2.0,722.0,920.0,836.0,827.0,387.0,429.0,434.0,494.0,8631.01099,,,0.0,1.0,37.0,212.0,85.0,0.0,83.78099,15.39,0.0
D,PDREGION,,5.0,2025/06/26 00:30:00,1,VIC1,2025/06/27 03:00:00,241.96,0,4965.95,4975.26,126,-116.69,0,,,80,,,,,,,,74.0,,,,,,,,70.0,,,,,,,,199.0,,,,,,,,202.0,,,,,,,,85.0,,,,,,8881.244,354.0,5331.61751,5124.04,,69.0,,,,55.0,,,,,,,,,,,,,,,,,,,1.17,0.15,0.15,11.05,0.5,1.0,0.4,6.0,721.0,903.01633,835.0,829.0,386.0,428.0,433.0,493.0,8633.274,,,0.0,1.0,36.0,211.0,84.0,0.0,89.244,9.99,0.0
D,PDREGION,,5.0,2025/06/26 00:30:00,1,VIC1,2025/06/27 03:30:00,241.94572,0,4903.72,4941.32,126,-88.41,0,,,80,,,,,,,,74.0,,,,,,,,68.0,,,,,,,,198.0,,,,,,,,200.0,,,,,,,,85.0,,,,,,8881.316,354.0,5124.03724,5062.71,,97.46,,,,36.0,,,,,,,,,,,,,,,,,,,1.17,0.15,0.15,11.05,0.5,1.0,0.4,3.75,731.0,879.0,844.0,829.0,374.0,416.0,421.0,493.0,8633.346,,,0.0,1.0,36.0,211.0,84.0,0.0,89.316,15.39,0.0
D,PDREGION,,5.0,2025/06/26 00:30:00,1,VIC1,2025/06/27 04:00:00,201.26748,0,4871.7,4953.28,157,-75.41,0,,,60,,,,,,,,65.0,,,,,,,,48.0,,,,,,,,202.0,,,,,,,,204.0,,,,,,,,92.06,,,,,,8886.281,354.0,5062.71435,5052.47,,35.0,,,,61.0,,,,,,,,,,,,,,,,,,,2.0,0.15,0.15,13.99,0.5,2.94,0.45,1.0,729.0,877.0,842.0,832.93763,354.0,396.0,401.0,490.0,8640.491,,,0.0,1.0,27.0,209.0,84.0,0.0,92.281,30.0,0.0
D,PDIREGION,,2.0,2025/06/26 00:30:00,1,VIC1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D,PDREGION,,5.0,2025/06/26 01:00:00,1,VIC1,2025/06/26 01:00:00,219.97519,0,5561.95,5595.32,0,33.37,0,,,43,,,,,,,,125.0,,,,,,,,97.79,,,,,,,,249.0,,,,,,,,255.0,,,,,,,,142.0,,,,,,9180.322,577.0,5700.64223,5566.4,,25.0,,,,26.0,,,,,,,,,,,,,,,,,,,0.38,0.15,0.1,7.84,0.1,0.38,0.0,0.0,760.0,765.0,767.0,304.0,500.0,521.0,531.0,488.0,9024.322,,,0.0,1.0,25.0,276.0,343.0,0.0,902.322,0.38,0.0
D,PDREGION,,5.0,2025/06/26 01:00:00,1,VIC1,2025/06/26 01:30:00,227.97,0,5409.84,5544.57,49.08,85.64,0,,,50,,,,,,,,151.0,,,,,,,,124.0,,,,,,,,195.0,,,,,,,,242.0,,,,,,,,131.0,,,,,,9164.567,577.0,5566.4002,5464.06,,87.0,,,,19.0,,,,,,,,,,,,,,,,,,,0.38,0.15,0.1,9.89,0.1,0.38,0.0,0.0,859.0,864.0,866.0,566.08418,654.0,694.0,702.0,639.91582,9000.1037,,,0.0,1.0,24.0,385.0,354.0,0.0,849.567,0.38,0.0
D,PDREGION,,5.0,2025/06/26 01:00:00,1,VIC1,2025/06/26 02:00:00,230.01,0,5261.93,5441.78,59.24,120.62,0,,,30,,,,,,,,131.0,,,,,,,,117.74,,,,,,,,217.77,,,,,,,,244.1,,,,,,,,169.0,,,,,,9114.783,578.0,5464.06039,5325.49,,35.0,,,,64.24,,,,,,,,,,,,,,,,,,,0.38,0.1,0.1,9.88,0.2,0.38,0.0,0.0,897.0,902.0,904.0,591.23526,624.0,664.0,672.0,598.76474,8927.75424,,,0.0,1.0,24.0,385.0,354.0,0.0,799.783,0.38,0.0
D,PDREGION,,5.0,2025/06/26 01:00:00,1,VIC1,2025/06/26 02:30:00,228.96,0,5142.97,5390.62,122.54,125.11,0,,,50,,,,,,,,151.0,,,,,,,,127.2,,,,,,,,199.91,,,,,,,,240.7,,,,,,,,169.0,,,,,,9066.615,578.0,5325.49263,5269.88,,51.0,,,,42.54,,,,,,,,,,,,,,,,,,,0.38,0.1,0.1,5.99,0.2,0.38,0.1,0.1,897.0,902.0,904.0,569.53565,646.0,686.0,694.0,600.46435,8868.22954,,,0.0,1.0,24.0,385.0,354.0,0.0,748.615,0.38,0.0
D,PDREGION,,5.0,2025/06/26 01:00:00,1,VIC1,2025/06/26 03:00:00,230.01,0,5052.01,5291.09,6.39,232.68,0,,,114.52,,,,,,,,157.0,,,,,,,,145.0,,,,,,,,220.67,,,,,,,,224.24,,,,,,,,170.0,,,,,,9021.086,578.0,5269.87887,5064.74,,76.0,,,,11.39,,,,,,,,,,,,,,,,,,,0.38,0.1,0.1,9.88,0.38,0.38,0.1,0.1,898.0,902.0,904.0,538.39165,647.0,687.0,695.0,625.60835,8879.26296,,,0.0,1.0,24.0,385.0,354.0,0.0,703.086,0.38,0.01
D,PDREGION,,5.0,2025/06/26 01:00:00,1,VIC1,2025/06/26 03:30:00,282.66064,0,4990.95,5246.26,0,255.3,0,,,119.11,,,,,,,,159.0,,,,,,,,147.0,,,,,,,,191.67,,,,,,,,239.25,,,,,,,,170.0,,,,,,8976.258,578.0,5064.73511,4998.34,,73.0,,,,10.0,,,,,,,,,,,,,,,,,,,0.38,0.1,0.1,11.05,0.38,0.38,0.1,0.1,898.0,902.0,904.0,532.0,647.0,687.0,695.0,630.0,8870.55996,,,0.0,1.0,24.0,385.0,354.0,0.0,658.258,0.38,0.01
D,PDREGION,,5.0,2025/06/26 01:00:00,1,VIC1,2025/06/26 04:00:00,298.61975,0,4964.82,5209.1,43,201.28,0,,,132,,,,,,,,139.0,,,,,,,,127.0,,,,,,,,193.04,,,,,,,,212.4,,,,,,,,170.0,,,,,,8939.102,574.0,4998.33926,5013.29,,37.0,,,,48.0,,,,,,,,,,,,,,,,,,,0.38,0.1,0.1,5.46,0.38,0.38,0.38,0.38,898.0,902.0,904.0,575.0,632.0,672.0,679.0,603.0,8833.56396,,,0.0,1.0,24.0,385.0,359.0,0.0,621.102,0.38,0.01
D,PDREGION,,5.0,2025/06/26 01:00:00,1,VIC1,2025/06/26 04:30:00,205.54819,0,4994.66,5381.64,187,199.98,0,,,64,,,,,,,,158.0,,,,,,,,116.18,,,,,,,,209.81,,,,,,,,228.04,,,,,,,,213.0,,,,,,9003.64,569.0,5013.28829,5189.37,,52.0,,,,28.0,,,,,,,,,,,,,,,,,,,0.38,0.1,0.1,7.84,0.1,0.38,0.01,0.01,928.0,940.0,942.0,573.0,612.0,632.0,639.0,499.0,8905.83306,,,0.0,1.0,58.0,417.0,351.0,0.0,579.64,0.38,0.0
D,PDREGION,,5.0,2025/06/26 01:00:00,1,VIC1,2025/06/26 05:00:00,202.90633,0,5081.62,5451.68,210,160.06,0,,,103.26,,,,,,,,147.0,,,,,,,,107.78,,,,,,,,212.92,,,,,,,,238.72,,,,,,,,172.0,,,,,,9057.679,566.0,5189.37401,5303.54,,30.0,,,,59.0,,,,,,,,,,,,,,,,,,,0.38,0.1,0.1,9.88,0.1,0.38,0.2,0.2,887.0,891.0,893.0,596.0,642.0,681.0,688.0,566.0,9033.63586,,,0.0,1.0,16.0,375.0,361.0,0.0,533.679,0.81,0.0
D,PDREGION,,5.0,2025/06/26 01:00:00,1,VIC1,2025/06/26 05:30:00,202.38609,0,5294.65,5407.87,37,76.22,0,,,68,,,,,,,,81.0,,,,,,,,99.0,,,,,,,,210.73,,,,,,,,233.77,,,,,,,,174.0,,,,,,9122.87,548.0,5303.54068,5348.2,,27.0,,,,42.0,,,,,,,,,,,,,,,,,,,0.38,0.1,0.1,11.05,0.1,0.38,0.38,0.38,887.0,891.0,893.0,569.0,648.0,687.0,659.0,596.0,9120.55186,,,0.0,1.0,55.69,375.0,361.0,0.0,498.87,0.86,0.0
D,PDREGION,,5.0,2025/06/26 01:00:00,1,VIC1,2025/06/26 06:00:00,212.19858,0,5594.77,5487.2,10,-117.57,0,,,64,,,,,,,,70.0,,,,,,,,76.63,,,,,,,,196.1,,,,,,,,208.34,,,,,,,,173.0,,,,,,9166.2,457.0,5348.19998,5619.56,,31.0,,,,5.0,,,,,,,,,,,,,,,,,,,0.38,0.1,0.1,5.99,0.1,0.38,0.38,1.0,886.0,891.0,893.0,462.0,637.0,605.0,613.0,558.0,9163.88186,,,0.0,1.0,62.9,375.0,350.0,0.0,447.2,0.86,0.0
D,PDREGION,,5.0,2025/06/26 01:00:00,1,VIC1,2025/06/26 06:30:00,241.96,0,6139.23,5535.84,0,-603.39,0,,,51,,,,,,,,71.0,,,,,,,,106.0,,,,,,,,198.47,,,,,,,,247.58,,,,,,,,145.0,,,,,,9256.155,451.0,5619.56469,6152.26,,96.0,,,,14.0,,,,,,,,,,,,,,,,,,,0.39,0.36,0.16,9.89,0.1,0.38,0.38,1.0,887.0,891.0,893.0,552.0,649.0,631.0,622.0,576.0,9254.31686,,,0.0,0.63,84.26,375.0,357.0,0.0,421.155,0.86,0.0
D,PDREGION,,5.0,2025/06/26 01:00:00,1,VIC1,2025/06/26 07:00:00,344.63534,0,6740.06,5585.65,0,-1154.41,0,,,66.33,,,,,,,,95.0,,,,,,,,46.0,,,,,,,,216.77,,,,,,,,264.75,,,,,,,,195.64,,,,,,9226.651,461.0,6152.25825,6759.17,,25.0,,,,85.0,,,,,,,,,,,,,,,,,,,0.39,0.38,0.16,12.47,0.04,0.38,0.2,1.0,868.0,873.0,875.0,502.35917,654.0,695.0,631.0,562.0,9225.01286,,,0.0,0.0,55.63,375.0,358.0,0.0,393.651,0.86,0.0
D,PDREGION,,5.0,2025/06/26 01:00:00,1,VIC1,2025/06/26 07:30:00,684.72544,0,7322.15,5800.81,0,-1521.34,0,,,75,,,,,,,,81.11,,,,,,,,48.0,,,,,,,,261.0,,,,,,,,338.67,,,,,,,,208.67,,,,,,9178.812,473.0,6759.16765,7359.83,,51.0,,,,17.0,,,,,,,,,,,,,,,,,,,7.98,0.39,0.37,3.38,0.0,0.1,0.1,2.0,829.0,834.0,836.0,366.0,654.0,707.0,635.0,700.0,9176.53386,,,0.0,0.0,97.57,327.0,358.0,0.0,345.812,0.94,0.0
D,PDREGION,,5.0,2025/06/26 01:00:00,1,VIC1,2025/06/26 08:00:00,691.16,0,7780.01,6192.37,0,-1587.63,0,,,76.69,,,,,,,,83.49,,,,,,,,41.89,,,,,,,,219.49,,,,,,,,237.0,,,,,,,,120.0,,,,,,9178.523,490.0,7359.83213,7833.15,,94.0,,,,10.0,,,,,,,,,,,,,,,,,,,1.8,0.38,0.23,9.89,0.0,0.1,0.1,1.0,668.0,673.0,675.0,286.0,659.02664,801.02664,641.02664,999.15995,9176.24486,,,0.0,0.0,76.0,195.0,358.0,9.715,297.808,0.89,0.0
D,PDREGION,,5.0,2025/06/26 01:00:00,1,VIC1,2025/06/26 08:30:00,812.15354,0,7926.74,6660.08,0,-1266.65,0,,,56,,,,,,,,124.14,,,,,,,,128.14,,,,,,,,218.79,,,,,,,,235.0,,,,,,,,122.0,,,,,,9340.083,515.0,7833.14755,7962.16,,14.0,,,,62.0,,,,,,,,,,,,,,,,,,,0.38,0.15,0.1,10.0,0.38,0.38,0.01,0.01,680.0,712.0,676.0,620.0,659.13549,787.13549,648.13549,797.0,9227.59666,,,0.0,0.0,5.0,195.0,363.0,137.59,246.493,0.38,0.0
D,PDREGION,,5.0,2025/06/26 01:00:00,1,VIC1,2025/06/26 09:00:00,850.3809,0,7776.94,6701.05,0,-1075.9,0,,,71,,,,,,,,102.14,,,,,,,,67.14,,,,,,,,198.9,,,,,,,,228.27,,,,,,,,147.0,,,,,,9526.046,527.0,7962.16472,7814.94,,14.0,,,,84.0,,,,,,,,,,,,,,,,,,,0.38,0.1,0.1,5.57,0.1,0.1,0.1,1.0,795.0,826.0,790.0,729.0,667.795895,805.795895,660.795895,693.85834,9359.27946,,,0.0,0.0,14.0,286.0,363.0,381.858,199.188,0.38,0.0
D,PDREGION,,5.0,2025/06/26 01:00:00,1,VIC1,2025/06/26 09:30:00,679.94488,0,7584.34,6703.09,5,-886.25,0,,,53,,,,,,,,135.0,,,,,,,,119.38,,,,,,,,212.83,,,,,,,,255.15,,,,,,,,153.0,,,,,,9669.091,539.0,7814.9354,7611.46,,6.0,,,,40.0,,,,,,,,,,,,,,,,,,,0.38,0.1,0.1,15.9,0.1,0.37,0.0,0.0,888.0,920.0,883.0,823.0,672.76873,810.76873,669.76873,580.0,9336.82446,,,0.0,0.0,14.0,373.0,363.0,572.251,157.84,0.38,0.0
D,PDREGION,,5.0,2025/06/26 01:00:00,1,VIC1,2025/06/26 10:00:00,465.07766,0,7268.85,6611.53,0,-657.32,0,,,42,,,,,,,,137.69,,,,,,,,115.69,,,,,,,,261.72,,,,,,,,268.72,,,,,,,,151.0,,,,,,9690.527,551.0,7611.46454,7282.9,,26.0,,,,45.0,,,,,,,,,,,,,,,,,,,0.38,0.1,0.1,12.47,0.37,0.37,0.0,0.0,889.0,921.0,884.0,817.0,669.12156,807.12156,670.12156,608.0,9335.527,,,0.0,0.0,15.0,374.0,352.0,639.655,120.872,0.38,0.0
D,PDREGION,,5.0,2025/06/26 01:00:00,1,VIC1,2025/06/26 10:30:00,600.82,0,7000.39,6385.78,0,-614.62,0,,,70.44,,,,,,,,144.39,,,,,,,,130.39,,,,,,,,198.74,,,,,,,,213.81,,,,,,,,165.0,,,,,,9575.012,558.0,7282.8973,7015.6,,28.0,,,,59.0,,,,,,,,,,,,,,,,,,,0.38,0.1,0.1,20.68,0.38,0.38,0.1,0.1,889.0,977.23566,940.23566,816.0,667.39425,749.15859,672.39425,617.0,9305.012,,,0.0,0.0,15.0,374.0,352.0,621.758,110.254,0.38,0.0
D,PDREGION,,5.0,2025/06/26 01:00:00,1,VIC1,2025/06/26 11:00:00,600.82,0,6833.92,6199.1,0,-634.82,0,,,45,,,,,,,,127.0,,,,,,,,107.23,,,,,,,,185.88,,,,,,,,199.27,,,,,,,,158.27,,,,,,9546.062,558.0,7015.60347,6849.58,,26.0,,,,30.0,,,,,,,,,,,,,,,,,,,0.38,0.1,0.1,20.68,0.1,0.37,0.1,0.69,890.0,1003.95742,967.95742,817.0,649.0,705.04258,658.0,612.0,9291.062,,,0.0,0.0,15.0,374.0,352.0,616.567,102.495,0.38,0.0
